province,municipality,party,ward_list_order,seat_category,surname,full_name,seat_type
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506004,Ward,SOPANGISA,SIVUYILE SYDNEY,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506005,Ward,KAHLA,SIGCINE SIYONELISWA SINELIZWI,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506006,Ward,VUNGUVUNGU,MBULELO JOHN,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506007,Ward,GUGA,THEMBELANI SIBONGISENI,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506008,Ward,NODODANA,VELISANI,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506009,Ward,NOMBEWU,ANDILE,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506010,Ward,MTHWAZI,SINETHEMBA,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506011,Ward,DLOVA,LAWUKAZI PATRICIA,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506012,Ward,NTUKUNTEZI,SIMFUMENE,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506013,Ward,TITSHANA,THANDIWE,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506015,Ward,RENENE,ZIZAMELE,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506016,Ward,MTHITSHANE,BONGINKOSI BEANNET,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506017,Ward,BONTSA,MZUVUMILE PRIZEMAN,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506018,Ward,MAGUGU,TAMSANQA WISEMAN,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506019,Ward,JIKIJELA,JEREMIAH MZIMKHULU,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506020,Ward,FAMELA,MABIZA,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506021,Ward,KHEMTSHE,NIKELWA,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506022,Ward,HLATHI,SIPHENKOSI MASTER,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506023,Ward,KONZA,MKHULULI,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506024,Ward,NTAMO,WITNESS BADANILE,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506025,Ward,NCAPAYI,NTOMBEKHAYA VERONICA,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,21506026,Ward,MAQEBULA,CHUMISA,LC ward
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(1),PR,PULA,EDDIE,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(2),PR,MATSHOBA,SESI,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(3),PR,MAKINANA,ZANDISWA,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(4),PR,MADIKIDA,BULELWA,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(5),PR,WALAZA,NOBUNTU,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(6),PR,GCABA,NTOMBIYAKHE,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(7),PR,SAYITI,NANIWE,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(8),PR,JARA,MBULELO GOODLUCK,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(9),PR,MBUNJANA,NTOMBOXOLO,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(10),PR,MVANYASHE,MARGARET NOZOLILE,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(11),PR,GIYOSE,RUTH MANDISA,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(12),PR,VOKO,SIPHENKOSI,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(13),PR,RASMENI,BABALWA,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(14),PR,YALEZO,LOYISO DELRON,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR(15),PR,MAZITSHANA,GLADYS VELISWA,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN TRANSFORMATION MOVEMENT,PR(1),PR,ROSI,BLESS VUYISA MPENDULO,LC PR
Eastern Cape,EC156 - Mhlontlo,AFRICAN TRANSFORMATION MOVEMENT,PR(2),PR,BOYANA,LULAMILE ALFRED,LC PR
Eastern Cape,EC156 - Mhlontlo,DEMOCRATIC ALLIANCE,PR(1),PR,BONTSA,SIZWE EDWIN,LC PR
Eastern Cape,EC156 - Mhlontlo,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,FUNO,MXOLISI,LC PR
Eastern Cape,EC156 - Mhlontlo,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,LIBAZI,MAKABONGWE,LC PR
Eastern Cape,EC156 - Mhlontlo,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,MPULA,KHUNGEKA,LC PR
Eastern Cape,EC156 - Mhlontlo,INDEPENDENT CANDIDATE,21506014,Ward,GIGI,BHEKIZENZO,LC ward
Eastern Cape,EC156 - Mhlontlo,INDEPENDENT SOUTH AFRICAN NATIONAL CIVIC ORGANISATION,PR(1),PR,TIWANE,NOSIPHO,LC PR
Eastern Cape,EC156 - Mhlontlo,UNITED DEMOCRATIC MOVEMENT,PR(1),PR,NONDAKA,ZAKHENI,LC PR
Eastern Cape,EC156 - Mhlontlo,UNITED DEMOCRATIC MOVEMENT,PR(2),PR,ZIKOLO,NOLINDILE,LC PR
Eastern Cape,EC156 - Mhlontlo,UNITED DEMOCRATIC MOVEMENT,PR(3),PR,JUBASE,KHWEZI MANDL'OMSO,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN INDEPENDENT CONGRESS,PR(1),PR,SEKESE,ANASTACYIA LEBOHANG,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507001,Ward,MATUBATUBA,NOMVUYISO,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507002,Ward,GWEBANI,NDABEZINTLE,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507003,Ward,ROEBER,JUNIOR,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507004,Ward,MNGENI,ERNEST SIPESONKE,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507005,Ward,SIDLOVA,NOZIPO GLADYS,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507006,Ward,NGUDLE,MLAMLI SITHEMBILE,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507007,Ward,MAKUBALO,CYNTHIA NOMALUNGELO,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507008,Ward,MAJEKE,MAKHOSANDILE,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507009,Ward,MATYEBA,NONTUTHUZELO,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507010,Ward,JUBENI,NTLANTLA,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507011,Ward,MAJIKIJA,SINDILE NELSON,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507012,Ward,NKATU,NKOSINATI,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507013,Ward,MLANJENI,BONGANI,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507014,Ward,TSHAYA,NOLUFEFE GRACE,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507015,Ward,SILINGA,BONGANI,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507016,Ward,KETSE,ANDISWA,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507017,Ward,MAKABA,MATHEMBA,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507018,Ward,TOKWANA,CYRIL SANDLA,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507019,Ward,DANISO,UNATHI,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507020,Ward,RATSHALALA,SIBONGILE,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507021,Ward,MSHUNQANE,SIPOSANDILE CLIFFTON,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507022,Ward,SIZIBA,ZAMA LAYVEN,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507023,Ward,VUMA,BAMBELELA,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507025,Ward,DALASILE,SIPHELO,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507026,Ward,MDUNYELWA,SIBULELE,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507027,Ward,MHLABA,SYDWELL,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507028,Ward,MTSHAKAZANA,TENNYSON TOBELA,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507029,Ward,MARASHA,MLAWULI,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507030,Ward,BADLI,THOBANI,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507031,Ward,MSUTHU,AMANDA,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507032,Ward,MAKHENKE,LUNGILE,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507033,Ward,MAYI,NOLUYOLO,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507034,Ward,MOLAKALAKA,LIEMAKATSO CONSTANCE,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507035,Ward,TETI,DONALD MTHUNZI,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507036,Ward,NXEVE,BUYELWA,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,21507037,Ward,GQIBA,TEMBEKILE MIKE,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(1),PR,NOKAYI,ZIYANDA,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(2),PR,NYENGANE,SIHLWELE,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(3),PR,DUDUMAYO,MKHANYISELI STANELY,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(4),PR,MADYIBI,ZOLISWA,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(5),PR,SIYO-SOKUTU,NOMFENGU,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(6),PR,GWADISO,YANGA ROXXIE,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(7),PR,GANA,ZUKISA,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(8),PR,SIBEKO,NOMBULELO,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(9),PR,MBIYO,BUSISWA,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(10),PR,NELANI,GOODMAN NYANISO,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(11),PR,ROJI,VIGIRNIA NOGWEBILE,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR(12),PR,BANGO,MSUTUKAZI,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN TRANSFORMATION MOVEMENT,PR(1),PR,NOKWALI,MAWANDE FIRSTBORN,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN TRANSFORMATION MOVEMENT,PR(2),PR,MTHAYI,SIBUSISO ANTHONY,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN TRANSFORMATION MOVEMENT,PR(3),PR,GABELA,JOYCE NDILEKA,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,CIVIC INDEPENDENT,PR(1),PR,MBUTYE,MZOXOLO GOODMAN,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,DEMOCRATIC ALLIANCE,PR(1),PR,JOZANA,KAYALETU LISOLETU,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MGQUBA,AYANDA,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,RAPIYA,SHADRACK GCOBANI,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,TUKWAYO,WABOKAZI CONSTANCE,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,MATISO,NASIPHI,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,ECONOMIC FREEDOM FIGHTERS,PR(5),PR,SAMENTE,STELLA,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,INDEPENDENT CANDIDATE,21507024,Ward,MSAKENI,MCEMBELELE JEFFREY,LC ward
Eastern Cape,EC157 - King Sabata Dalindyebo,INDEPENDENT SOUTH AFRICAN NATIONAL CIVIC ORGANISATION,PR(1),PR,KEKEZWA,YVONNE NOXOLO,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,MTHATHA RATEPAYERS AND RESIDENTS ASSOCIATION,PR(1),PR,NGXEKANA,MADYIBI HIRSCHSON,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR(1),PR,GQWETHA,BANDILE BESUTHU,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR(2),PR,NDLOBONGELA,BONGANI,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR(3),PR,MZIMANE,NOBUNTO FAITH,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR(4),PR,BUNZANA,MNCEDISI,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR(5),PR,KNOCK,RAYMOND,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR(6),PR,NGOMFELA,SIYASANGA,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR(7),PR,MALEFANE,TANKISO,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR(8),PR,MPANGELE,MZIMKULU,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR(9),PR,MRAWU,SIPHIWO WITNESS,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR(10),PR,TUKAYI,NOMTANDAZO SWEETNESS,LC PR
Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR(11),PR,LUWACA,LUZUKO MALIBONGWE,LC PR
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(1),PR,MHLELEMBANA,VUKILE,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(2),PR,KULU,SIMTHEMBILE,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(3),PR,MSOKANA,NOMVUYO,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(4),PR,NDABENI,NOPHATHEKA,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(5),PR,NQOKO,NATHI NOHA,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(6),PR,MEHLOMAKULU,SIXOLILE,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(7),PR,QWAYEDE,BANELE,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(8),PR,MBEDLA,MOMELEZI MTHETHELELI,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(9),PR,DIKO,EUNICE NOWETHU,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(10),PR,QUMBA,MKHUSELI,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(11),PR,SETLABA,SIBONGILE MAGDALEN,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(12),PR,MANTANGAYI,NTLAKANIPHO,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN NATIONAL CONGRESS,PR(13),PR,MNUKWA,SOBANE KHULILE,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,AFRICAN TRANSFORMATION MOVEMENT,PR(1),PR,NJOMI,ZWELIXOLILE CYPRIAN,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,DEMOCRATIC ALLIANCE,PR(1),PR,GWAYI,MNIKELO SHADRACK,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MAGADLA,MAWANDE STEVE,"DC ""40%"""
Eastern Cape,DC44 - Alfred Nzo,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,SMITH,MATHABO,"DC ""40%"""
Eastern Cape,EC442 - Umzimvubu,AFRICAN INDEPENDENT CONGRESS,PR(1),PR,NTWAKUMBA,FAKAZILE,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402001,Ward,KIVIET,MPAKAMISI,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402002,Ward,HLANEKELA,NOPALAMENTE,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402003,Ward,MKONTO,ALBERT PHUMLE,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402004,Ward,MAPALA-BERA,LINDISWA,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402005,Ward,NGXABI,THOBILIZWI,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402006,Ward,GOGELA,VUYOLWETHU PATRICK,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402007,Ward,XOLO,NKULULEKO,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402008,Ward,NDEMA,DES,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402009,Ward,JAKUJA,AMANDA,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402010,Ward,NQAKWANA,WELCOME ZAMXOLO,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402011,Ward,GOGELA,NOBAHLE,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402012,Ward,MAGUJULWA,PHEZIWE PRETTY,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402013,Ward,NOQHAKALA,COLBERT LANGA,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402014,Ward,MATHEBE,SIVIKELE,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402015,Ward,NGWAQA,MZUKANYILE GEDION,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402016,Ward,KEHLE-SALUKAZANA,BUKEKA ROSINAH,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402017,Ward,JWARA,NOMBINI,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402018,Ward,SINCINDI,TEMBELA EUPHONIA,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402019,Ward,SOBHAYI,VUYISA BATHANDE,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402020,Ward,LUNGU,XOLISA,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402021,Ward,NOMNGANGA,NKOSOMZI,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402022,Ward,KAKAZA,MZOMHLE,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402023,Ward,MAMPEMVINI,ZUKISWA GWENDOLINI,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402024,Ward,JONASE,MLUNGISELELI BENJAMIN,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402025,Ward,GIWU,NONCEBA VERONICA,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402026,Ward,TUKU,MONWABISI,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402027,Ward,FAYE,SOLAM,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,24402028,Ward,MVEKU,LINDIKHAYA,LC ward
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(1),PR,NDEVU,ZUKISWA,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(2),PR,GARANE,ALBERTINA NTOMBIZANDILE,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(3),PR,SOKHANYILE,THABISA,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(4),PR,NGONYOLO,FLORIDA NOFIKILE,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(5),PR,NKULA,NOMVISISWANO,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(6),PR,JONA,XOLISWA,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(7),PR,MNYAYIZA,CAROL NOSIMTHEMBILE,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(8),PR,SONYABASHI,NOLUVUYO,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(9),PR,MPHEQEKA-MDINGI,NONTEMBISO BETTY,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(10),PR,MDZINWA,NDANELE GUYBON,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(11),PR,NGQASA,HAPPY MZIKAYISE,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(12),PR,NGEJANE,MAZOLISA,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(13),PR,NODALI,INGA,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR(14),PR,SONYABASHE,MASIBULELE,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN TRANSFORMATION MOVEMENT,PR(1),PR,MAGOBANE,MBONGENI,LC PR
Eastern Cape,EC442 - Umzimvubu,AFRICAN TRANSFORMATION MOVEMENT,PR(2),PR,GWENTSHU,LULAMA,LC PR
Eastern Cape,EC442 - Umzimvubu,DEMOCRATIC ALLIANCE,PR(1),PR,MANTSHONGO,NOZIPHIWO ANTONETTE,LC PR
Eastern Cape,EC442 - Umzimvubu,DEMOCRATIC ALLIANCE,PR(2),PR,SONTSI,FUZILE PRIM,LC PR
Eastern Cape,EC442 - Umzimvubu,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,NTSALAZE,THEMBEKA,LC PR
Eastern Cape,EC442 - Umzimvubu,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,NGQASA,BONGILE TALLMAN,LC PR
Eastern Cape,EC442 - Umzimvubu,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,NTSHOBANE,DELPHINA NWABISA,LC PR
Eastern Cape,EC442 - Umzimvubu,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,MADYIBI,CEBO MNINAWA,LC PR
Eastern Cape,EC442 - Umzimvubu,ECONOMIC FREEDOM FIGHTERS,PR(5),PR,NOGADA,NOWANDISA BETTY,LC PR
